RNA;nom;sigle;description;etat;dateDeValidationStatuts;siege;liste_activites;contact_adresse;contact_cp;contact_ville;site_web;anneeCreation
W332006402;Secours populaire fédération de Gironde;SPF;Le Secours populaire vient en aide aux personnes en difficultés en France et dans le monde, victime de la pauvreté, de la précarité et de l'exclusion. Généraliste de la solidarité : intervention sur l'urgence alimentaire, vestimentaire, action d'accompagnement des personnes, accès aux loisirs, vacances et différentes actions mises en oeuvre par des bénévoles.;Validée;2017-07-08;Bordeaux;"Collecte, distribution;Autres activités d'entraide et de solidarité;Entraide - Solidarité;Solidarité internationale, associations caritatives;Accueil des étrangers, des réfugiés";95 quai de Paludate;33800;Bordeaux;http://www.secourspopulaire.fr/33;1965
W332003833;La Maison des Femmes de Bordeaux;MDF BX;Accueil, écoute, information, orientation, insertion socioprofessionnelle et actions culturelles. Permanences d'accueil et d'accompagnement de personnes en difficultés et/ou victimes de violences, accès aux droits, ateliers, rencontres / débats, actions de sensibilisation, expositions.;Validée;1998-06-04;Bordeaux;Autres activités d'entraide et de solidarité;27 cours Alsace Lorraine;33000;Bordeaux;http://www.maisondesfemmes.net;1998
W332017106;Welcome Bordeaux;;Réseau d'hospitalité pour des demandeurs d'asile dans la région de Bordeaux.;Validée;2014-05-24;Bordeaux;Aide humanitaire;78 Cours de Luze;33300;Bordeaux;https://www.welcomebordeaux.org/;2014
W332014752;Généalogie Bordeaux Rail;GEBORA;"L’association a pour but d’encourager, de favoriser et de développer l’étude et la pratique des activités de Généalogie et assimilés parmi les cheminots et leurs familles et de resserrer les liens d’amitié entre ses membres.
Ses moyens d’action sont : cotisations, subventions, dons et legs et tous moyens autorisés par la loi";Validée;2012-12-03;Bordeaux;Patrimoine;56 bis rue Amédée Saint Germain;33800;Bordeaux;http://gebora.free.fr/;2012
W332014874;Le pain de l'amitié;;Apporter une aide matérielle et morale aux personnes en difficulté et créer toute activité qui favorise leur insertion économique et sociale.;Validée;2012-12-13;Bordeaux;Autres activités d'entraide et de solidarité;43 rue Saint Nicolas;33800;Bordeaux;;2012
W332000947;H'Nord Ecoquartier de Bordeaux;;L’association a pour objet de promouvoir, accompagner et soutenir la réalisation et le fonctionnement de la Coopérative H’Nord, projet d’habitat coopératif à Bordeaux avec une triple dimension écologique, sociale et participative.;Validée;2016-04-24;Bordeaux;Habitat, logement;3-9 rue Vieillard;33300;Bordeaux;https://hnord.org;2006
w332013327;Maintien de la tradition de Dagpo Dratsang;MTDD;Cette association a pour objet le maintien et la préservation des patrimoines des monastères de Dagpo Dratsang tant en Inde qu'au Tibet et en Europe. Les ressources excédentaires obtenues au travers des activités prévues par la loi seront exclusivement consacrées au but défini précédemment, sous forme de reversement à des associations et fondations telles qu'Entraide Franco Tibétaine ou Dagpo Educational Fondation.;Validée;2011-12-13;Bordeaux;Solidarité internationale, associations caritatives;30 rue La Mothe;33800;Bordeaux;;2011
W332021595;Tedx In Bordeaux;;"Cette association a pour objet d’assurer l'organisation et le bon fonctionnement de l’évènement TEDxBordeaux dans le cadre de la licence TED délivrée à l’un de ses adhérents membres actifs ; organisation de manifestations annexes en lien avec le programme TED et TEDxBordeaux.";Validée;2017-03-08;Bordeaux;Arts numériques;31 rue Grateloup;33800;Bordeaux;http://www.tedxbordeaux.com/;2017
W332021768;Design Laps;;Le Design Laps a pour vocation de faciliter l'accès au design et à sa pratique concrète via des animations, ateliers collaboratifs et accompagnements de projets en lien avec la vie quotidienne, le développement durable, les économies alternatives et les innovations.;Validée;2018-04-21;Bordeaux;"Création et développement d'activités;Architecture, urbanisme;Associations de quartier";123 cours Journu Auber;33000;Bordeaux;https://www.designlaps.fr/;2017
W161005349;SO Coopération;;"SO Coopération est le Réseau Régional Multi-Acteurs (RRMA) pour la coopération et la solidarité internationales.

​

Sous l'acronyme ce qu'il faut retenir ; c'est l'espace qui est offert aux acteurs de la Nouvelle-Aquitaine, qu'ils soient associatifs, collectivités, universités, entreprises, établissement publics ou autres, pour s'informer, échanger, entreprendre des projets de coopération et de solidarité";Validée;2017-02-17;Angoulême;Autres aides internationales;10 esplanade des Antilles;33607;Pessac;https://www.socooperation.org;2015
W332005020;Association des Conciliateurs de Justice de la Cour d'Appel de Bordeaux;ACA Bordeaux;Permettre aux justiciables de trouver par la voie de la conciliation une solution à leur litige civil d'un montant inférieur ou égal à 4000€, et éviter une procédure judiciaire.;Validée;2014-06-04;Bordeaux;Autres activités en faveur de la justice;Palais de Justice;33000;Bordeaux;;2005
W332011720;Boxe Mixte Club;BMC;BMC est un club de sports de contact où le respect des valeurs du vivre et du faire ensemble est une donnée fondamentale. L’entraide et la solidarité issues de la philosophie des arts martiaux sont des valeurs auxquelles nous sommes particulièrement attachés et que l’on peut retrouver à travers notre code moral et nos actions quotidiennes.;Validée;2012-02-27;Carbon Blanc;Boxes;9 rue Clément Ader;33560;Carbon Blanc;;2011
W332018292;Bordeaux Developer Experience;BDX I/O;Veiller à la bonne organisation de la conférence éducative annuelle BDX I/O destinée aux développeurs informatiques, ainsi que d'éventuels événements connexes.;Validée;2018-02-01;Mérignac;Autres sciences;369 quater avenue de Verdun;33700;Mérignac;https://www.bdx.io;2015
W332007201;Association Franco Brésilienne pour la recherche de l'équilibre;Capoeira Brasil;Cours de capoeira, Danses brésiliennes, Percussions;Validée;2020-01-10;PESSAC;Capoeira;22 Rue Elvina Sivan;33800;BORDEAUX;;1992
W332021238;Le collectif des jardiniers urbains;CJU;"développer, conseiller et expérimenter des méthodes et des techniques de jardinage écologique, alternatif et collectif inspiré par la permaculture et adapté au milieu urbain ; favoriser la nature en ville afin de stimuler le lien social, en encourageant la  reconnaissance des écosystèmes urbains et des initiatives sociales les accompagnant ; faire le lien entre culture vivrière ou de subsistance et les humains.";Validée;2017-01-20;Bordeaux;Jardinage et culture urbaine;66 rue abbé de l'épée;33000;Bordeaux;;2017
W332007022;Association Bordeaux Rock;;Promouvoir la musique rock de Bordeaux et de la région à travers des actions culturelles...;Validée;2008-06-04;Bordeaux;Musiques actuelles;6 rue Pierre de Coubertin;33000;Bordeaux;;2004
w931004041;AIDES;AIDES;AIDES est la première association de lutte contre le sida et les hépatites en France et en Europe. Reconnue d'utilité publique, elle agit avec et auprès des populations les plus vulnérables au VIH/sida et aux hépatites pour réduire les nouvelles contaminations et accompagner les personnes touchées vers le soin.;Validée;2015-09-28;Pantin;Dépistage;6 quai de Paludate;33800;Bordeaux;http://www.aides.org;1984
W332023452;Atlas, impros du monde;;Tisser des liens entre les différentes cultures par la pratique de l'improvisation théâtrale, afin de faire dialoguer les réalités d'ici et d'ailleurs. Organiser des ateliers et des spectacles d'improvisation interculturelle et multilingue. Proposer des prestations autour de l'intégration sociale et culturelle.  Ouvert à toute personne quelles que soient ses origines et son expérience en improvisation théâtrale.;Validée;2018-05-10;Bordeaux;"Théâtre;Lutte contre l'intolérance et le racisme;Développement de la citoyenneté;Autres aides internationales";1 boulevard du Président Wilson;33200;Bordeaux;https://atlasimpro.com;2018
W332020816;Commune Libre du Quartier Saint Pierre;;promouvoir le dialogue entre les habitants du quartier Saint-Pierre en animant la vie sociale, intellectuelle et artistique.;Validée;2016-06-29;Bordeaux;Associations de quartier;6 rue Arnaud-Miqueu;33000;Bordeaux;;2016
W332015509;Eínaï;;Eínaï a pour objet de promouvoir une réflexion élargie sur la culture à partir de centres d’intérêts individuels. Ceci dans les domaines de l’art (peinture, littérature, musique, danse, théâtre, cinéma), la philosophie, l'anthropologie et l’exploration de tous les domaines propres aux relations humaines.;Validée;2013-05-05;Bordeaux;Littérature;16 cours Saint Louis;33300;Bordeaux;;2013
W332011454;Arc en Ciel Théâtre Aquitaine;ACTA;"La production de spectacles vivants, la diffusion, le développement et l'étude des actions de théâtre-forum institutionnel menées en direction des populations,
par la mise en place de manifestations, animations, actions de formation ou d'interventions locales ou coordonnées nationales, publications, stages, sans que cette liste soit limitative.";Validée;2008-06-20;Bordeaux;Démocratie participative, action locale;22 cours Reverseaux;17100;Saintes;;2008
W332005685;Centre de Formation d'Etudes et d'Information Femme Avenir;CFEI FA;Information, formation, promotion des femmes pour qu'elles participent à la vie civique, sociale et culturelle de la France.;Validée;2007-11-19;Paris;Patrimoine;10 Place du Palais;33000;Bordeaux;;1965
W751116477;Agapa;;Agapa accompagne toutes les personnes touchées par une grossesse interrompue, quelle qu’en soit la raison : deuil périnatal, mort in utéro, IMG, fausse couche, IVG, réduction embryonnaire…. Lieu d’échanges apaisé, sans jugement et sans idéologie, pour ceux et celles qui souhaitent parler de qu’ils ont vécu.;Validée;2013-06-21;Bordeaux;Aide à la personne;380 cours de la somme;33000;Bordeaux;http://association-agapa.fr/;1994
W332013304;Asso pour la Prevention du Handicap dû aux troubles du sommeil et de la vigilance;UP2SV;Favoriser les complémentarités parmi les activités médicales liées au sommeil et à la vigilance principalement par le développement de la connaissance mutuelle entre les adhérents, promouvoir la prévention du handicap lié aux troubles du sommeil et de la vigilance par tous moyens et notamment l’information du public et des patients, la formation des professionnels et contribuer à la recherche.;Validée;1998-10-21;Bordeaux;Promotion de la santé;47 rue Gaston Lespiault;33000;Bordeaux;;1998
W332017002;Regroupement Solidaire de Tout Les Cérébrolésés;RSTC;Sensibiliser un plus large public aux handicaps des cérébrolésés;Validée;2014-02-01;Bordeaux;Autres activités de citoyenneté;43 rue Paul Berthelot;33300;Bordeaux;;2014
W332012387-012;Centres d'animation de Bordeaux - Centre d'animation Saint-Pierre;;Les Centres d’animation de Bordeaux se composent aujourd’hui de 11 centres d’animation à vocation sociale et culturelle répartis sur les deux rives de Bordeaux. Le centre d’animation Saint Pierre propose un large panel d’activités et anime un pôle d’excellence écriture et lecture multimédia : le court brouillon.;Validée;2016-10-17;Bordeaux;"Centres d'animation / Centres sociaux;Centres de loisirs;Activités péri et extra scolaires;Formation, formation continue, apprentissage;Soutien scolaire;Couture, mode;Cinéma/Vidéo;Multimédia (informatique, numérique, photographie, vidéos, etc.);Autres activités d'entraide et de solidarité;Gymnastique volontaire;Théâtre;Autres activités petite enfance et enfance;Littérature;Aide aux familles;Classique;Musiques actuelles;Cultures régionales;Du monde;Arts plastiques;Aide à la personne;De salon";4 rue du mulet;33000;Bordeaux;https://centresanimationbordeaux.fr;1963
W332012387-021;Centres d'animation de Bordeaux - Centre d'animation Bacalan;;Les Centres d’animation de Bordeaux se composent aujourd’hui de 11 centres d’animation à vocation sociale et culturelle répartis sur les deux rives de Bordeaux. Le centre d’animation Bacalan propose un large panel d’activités en lien avec de nombreux partenaires.;Validée;2016-10-17;Bordeaux;"Centres de loisirs;Activités péri et extra scolaires;Centres d'animation / Centres sociaux;Formation, formation continue, apprentissage;Soutien scolaire;Aide aux familles;Randonnée pédestre;Yoga;Gastronomie;Couture, mode;Arts plastiques;Autres activités de bien-être;Gymnastique rythmique;Hip hop;Remise en forme;Contemporaine";139 rue Joseph Brunet;33300;Bordeaux;https://centresanimationbordeaux.fr;1963
W332012387-008;Centres d'animation de Bordeaux - Centre d'animation Monséjour;;Les Centres d’animation de Bordeaux  se composent aujourd’hui de 11 centres d’animation à vocation sociale et culturelle répartis sur les deux rives de Bordeaux. Le centre d’animation Monséjour, au cœur de Caudéran, propose un large panel d’activités et anime un pôle d’excellence arts plastiques et artisanat d’art.;Validée;2016-10-17;Bordeaux;"Centres d'animation / Centres sociaux;Centres de loisirs;Activités péri et extra scolaires;Couture, mode;Formation, formation continue, apprentissage;Sculpture, peinture;Yoga;Randonnée pédestre;Arts plastiques;Autres activités manuelles et cours;Jeux de société;Autres activités de bien-être";Rue François Coppée;33200;Bordeaux;https://centresanimationbordeaux.fr/;1963
